W_B_R,W_B_D
1.5,0.5
1.5,0.5789473684210527
1.5,0.6578947368421053
1.5,0.7368421052631579
1.5,0.8157894736842105
1.5,0.8947368421052632
1.5,0.9736842105263157
1.5,1.0526315789473684
1.5,1.131578947368421
1.5,1.2105263157894737
1.5,1.2894736842105263
1.5,1.3684210526315788
1.5,1.4473684210526314
1.5,1.526315789473684
1.5,1.6052631578947367
1.5,1.6842105263157894
1.5,1.763157894736842
1.5,1.8421052631578947
1.5,1.9210526315789473
1.5,2.0
1.631578947368421,0.5
1.631578947368421,0.5789473684210527
1.631578947368421,0.6578947368421053
1.631578947368421,0.7368421052631579
1.631578947368421,0.8157894736842105
1.631578947368421,0.8947368421052632
1.631578947368421,0.9736842105263157
1.631578947368421,1.0526315789473684
1.631578947368421,1.131578947368421
1.631578947368421,1.2105263157894737
1.631578947368421,1.2894736842105263
1.631578947368421,1.3684210526315788
1.631578947368421,1.4473684210526314
1.631578947368421,1.526315789473684
1.631578947368421,1.6052631578947367
1.631578947368421,1.6842105263157894
1.631578947368421,1.763157894736842
1.631578947368421,1.8421052631578947
1.631578947368421,1.9210526315789473
1.631578947368421,2.0
1.763157894736842,0.5
1.763157894736842,0.5789473684210527
1.763157894736842,0.6578947368421053
1.763157894736842,0.7368421052631579
1.763157894736842,0.8157894736842105
1.763157894736842,0.8947368421052632
1.763157894736842,0.9736842105263157
1.763157894736842,1.0526315789473684
1.763157894736842,1.131578947368421
1.763157894736842,1.2105263157894737
1.763157894736842,1.2894736842105263
1.763157894736842,1.3684210526315788
1.763157894736842,1.4473684210526314
1.763157894736842,1.526315789473684
1.763157894736842,1.6052631578947367
1.763157894736842,1.6842105263157894
1.763157894736842,1.763157894736842
1.763157894736842,1.8421052631578947
1.763157894736842,1.9210526315789473
1.763157894736842,2.0
1.8947368421052633,0.5
1.8947368421052633,0.5789473684210527
1.8947368421052633,0.6578947368421053
1.8947368421052633,0.7368421052631579
1.8947368421052633,0.8157894736842105
1.8947368421052633,0.8947368421052632
1.8947368421052633,0.9736842105263157
1.8947368421052633,1.0526315789473684
1.8947368421052633,1.131578947368421
1.8947368421052633,1.2105263157894737
1.8947368421052633,1.2894736842105263
1.8947368421052633,1.3684210526315788
1.8947368421052633,1.4473684210526314
1.8947368421052633,1.526315789473684
1.8947368421052633,1.6052631578947367
1.8947368421052633,1.6842105263157894
1.8947368421052633,1.763157894736842
1.8947368421052633,1.8421052631578947
1.8947368421052633,1.9210526315789473
1.8947368421052633,2.0
2.026315789473684,0.5
2.026315789473684,0.5789473684210527
2.026315789473684,0.6578947368421053
2.026315789473684,0.7368421052631579
2.026315789473684,0.8157894736842105
2.026315789473684,0.8947368421052632
2.026315789473684,0.9736842105263157
2.026315789473684,1.0526315789473684
2.026315789473684,1.131578947368421
2.026315789473684,1.2105263157894737
2.026315789473684,1.2894736842105263
2.026315789473684,1.3684210526315788
2.026315789473684,1.4473684210526314
2.026315789473684,1.526315789473684
2.026315789473684,1.6052631578947367
2.026315789473684,1.6842105263157894
2.026315789473684,1.763157894736842
2.026315789473684,1.8421052631578947
2.026315789473684,1.9210526315789473
2.026315789473684,2.0
2.1578947368421053,0.5
2.1578947368421053,0.5789473684210527
2.1578947368421053,0.6578947368421053
2.1578947368421053,0.7368421052631579
2.1578947368421053,0.8157894736842105
2.1578947368421053,0.8947368421052632
2.1578947368421053,0.9736842105263157
2.1578947368421053,1.0526315789473684
2.1578947368421053,1.131578947368421
2.1578947368421053,1.2105263157894737
2.1578947368421053,1.2894736842105263
2.1578947368421053,1.3684210526315788
2.1578947368421053,1.4473684210526314
2.1578947368421053,1.526315789473684
2.1578947368421053,1.6052631578947367
2.1578947368421053,1.6842105263157894
2.1578947368421053,1.763157894736842
2.1578947368421053,1.8421052631578947
2.1578947368421053,1.9210526315789473
2.1578947368421053,2.0
2.2894736842105265,0.5
2.2894736842105265,0.5789473684210527
2.2894736842105265,0.6578947368421053
2.2894736842105265,0.7368421052631579
2.2894736842105265,0.8157894736842105
2.2894736842105265,0.8947368421052632
2.2894736842105265,0.9736842105263157
2.2894736842105265,1.0526315789473684
2.2894736842105265,1.131578947368421
2.2894736842105265,1.2105263157894737
2.2894736842105265,1.2894736842105263
2.2894736842105265,1.3684210526315788
2.2894736842105265,1.4473684210526314
2.2894736842105265,1.526315789473684
2.2894736842105265,1.6052631578947367
2.2894736842105265,1.6842105263157894
2.2894736842105265,1.763157894736842
2.2894736842105265,1.8421052631578947
2.2894736842105265,1.9210526315789473
2.2894736842105265,2.0
2.4210526315789473,0.5
2.4210526315789473,0.5789473684210527
2.4210526315789473,0.6578947368421053
2.4210526315789473,0.7368421052631579
2.4210526315789473,0.8157894736842105
2.4210526315789473,0.8947368421052632
2.4210526315789473,0.9736842105263157
2.4210526315789473,1.0526315789473684
2.4210526315789473,1.131578947368421
2.4210526315789473,1.2105263157894737
2.4210526315789473,1.2894736842105263
2.4210526315789473,1.3684210526315788
2.4210526315789473,1.4473684210526314
2.4210526315789473,1.526315789473684
2.4210526315789473,1.6052631578947367
2.4210526315789473,1.6842105263157894
2.4210526315789473,1.763157894736842
2.4210526315789473,1.8421052631578947
2.4210526315789473,1.9210526315789473
2.4210526315789473,2.0
2.552631578947368,0.5
2.552631578947368,0.5789473684210527
2.552631578947368,0.6578947368421053
2.552631578947368,0.7368421052631579
2.552631578947368,0.8157894736842105
2.552631578947368,0.8947368421052632
2.552631578947368,0.9736842105263157
2.552631578947368,1.0526315789473684
2.552631578947368,1.131578947368421
2.552631578947368,1.2105263157894737
2.552631578947368,1.2894736842105263
2.552631578947368,1.3684210526315788
2.552631578947368,1.4473684210526314
2.552631578947368,1.526315789473684
2.552631578947368,1.6052631578947367
2.552631578947368,1.6842105263157894
2.552631578947368,1.763157894736842
2.552631578947368,1.8421052631578947
2.552631578947368,1.9210526315789473
2.552631578947368,2.0
2.6842105263157894,0.5
2.6842105263157894,0.5789473684210527
2.6842105263157894,0.6578947368421053
2.6842105263157894,0.7368421052631579
2.6842105263157894,0.8157894736842105
2.6842105263157894,0.8947368421052632
2.6842105263157894,0.9736842105263157
2.6842105263157894,1.0526315789473684
2.6842105263157894,1.131578947368421
2.6842105263157894,1.2105263157894737
2.6842105263157894,1.2894736842105263
2.6842105263157894,1.3684210526315788
2.6842105263157894,1.4473684210526314
2.6842105263157894,1.526315789473684
2.6842105263157894,1.6052631578947367
2.6842105263157894,1.6842105263157894
2.6842105263157894,1.763157894736842
2.6842105263157894,1.8421052631578947
2.6842105263157894,1.9210526315789473
2.6842105263157894,2.0
2.8157894736842106,0.5
2.8157894736842106,0.5789473684210527
2.8157894736842106,0.6578947368421053
2.8157894736842106,0.7368421052631579
2.8157894736842106,0.8157894736842105
2.8157894736842106,0.8947368421052632
2.8157894736842106,0.9736842105263157
2.8157894736842106,1.0526315789473684
2.8157894736842106,1.131578947368421
2.8157894736842106,1.2105263157894737
2.8157894736842106,1.2894736842105263
2.8157894736842106,1.3684210526315788
2.8157894736842106,1.4473684210526314
2.8157894736842106,1.526315789473684
2.8157894736842106,1.6052631578947367
2.8157894736842106,1.6842105263157894
2.8157894736842106,1.763157894736842
2.8157894736842106,1.8421052631578947
2.8157894736842106,1.9210526315789473
2.8157894736842106,2.0
2.9473684210526314,0.5
2.9473684210526314,0.5789473684210527
2.9473684210526314,0.6578947368421053
2.9473684210526314,0.7368421052631579
2.9473684210526314,0.8157894736842105
2.9473684210526314,0.8947368421052632
2.9473684210526314,0.9736842105263157
2.9473684210526314,1.0526315789473684
2.9473684210526314,1.131578947368421
2.9473684210526314,1.2105263157894737
2.9473684210526314,1.2894736842105263
2.9473684210526314,1.3684210526315788
2.9473684210526314,1.4473684210526314
2.9473684210526314,1.526315789473684
2.9473684210526314,1.6052631578947367
2.9473684210526314,1.6842105263157894
2.9473684210526314,1.763157894736842
2.9473684210526314,1.8421052631578947
2.9473684210526314,1.9210526315789473
2.9473684210526314,2.0
3.0789473684210527,0.5
3.0789473684210527,0.5789473684210527
3.0789473684210527,0.6578947368421053
3.0789473684210527,0.7368421052631579
3.0789473684210527,0.8157894736842105
3.0789473684210527,0.8947368421052632
3.0789473684210527,0.9736842105263157
3.0789473684210527,1.0526315789473684
3.0789473684210527,1.131578947368421
3.0789473684210527,1.2105263157894737
3.0789473684210527,1.2894736842105263
3.0789473684210527,1.3684210526315788
3.0789473684210527,1.4473684210526314
3.0789473684210527,1.526315789473684
3.0789473684210527,1.6052631578947367
3.0789473684210527,1.6842105263157894
3.0789473684210527,1.763157894736842
3.0789473684210527,1.8421052631578947
3.0789473684210527,1.9210526315789473
3.0789473684210527,2.0
3.2105263157894735,0.5
3.2105263157894735,0.5789473684210527
3.2105263157894735,0.6578947368421053
3.2105263157894735,0.7368421052631579
3.2105263157894735,0.8157894736842105
3.2105263157894735,0.8947368421052632
3.2105263157894735,0.9736842105263157
3.2105263157894735,1.0526315789473684
3.2105263157894735,1.131578947368421
3.2105263157894735,1.2105263157894737
3.2105263157894735,1.2894736842105263
3.2105263157894735,1.3684210526315788
3.2105263157894735,1.4473684210526314
3.2105263157894735,1.526315789473684
3.2105263157894735,1.6052631578947367
3.2105263157894735,1.6842105263157894
3.2105263157894735,1.763157894736842
3.2105263157894735,1.8421052631578947
3.2105263157894735,1.9210526315789473
3.2105263157894735,2.0
3.3421052631578947,0.5
3.3421052631578947,0.5789473684210527
3.3421052631578947,0.6578947368421053
3.3421052631578947,0.7368421052631579
3.3421052631578947,0.8157894736842105
3.3421052631578947,0.8947368421052632
3.3421052631578947,0.9736842105263157
3.3421052631578947,1.0526315789473684
3.3421052631578947,1.131578947368421
3.3421052631578947,1.2105263157894737
3.3421052631578947,1.2894736842105263
3.3421052631578947,1.3684210526315788
3.3421052631578947,1.4473684210526314
3.3421052631578947,1.526315789473684
3.3421052631578947,1.6052631578947367
3.3421052631578947,1.6842105263157894
3.3421052631578947,1.763157894736842
3.3421052631578947,1.8421052631578947
3.3421052631578947,1.9210526315789473
3.3421052631578947,2.0
3.473684210526316,0.5
3.473684210526316,0.5789473684210527
3.473684210526316,0.6578947368421053
3.473684210526316,0.7368421052631579
3.473684210526316,0.8157894736842105
3.473684210526316,0.8947368421052632
3.473684210526316,0.9736842105263157
3.473684210526316,1.0526315789473684
3.473684210526316,1.131578947368421
3.473684210526316,1.2105263157894737
3.473684210526316,1.2894736842105263
3.473684210526316,1.3684210526315788
3.473684210526316,1.4473684210526314
3.473684210526316,1.526315789473684
3.473684210526316,1.6052631578947367
3.473684210526316,1.6842105263157894
3.473684210526316,1.763157894736842
3.473684210526316,1.8421052631578947
3.473684210526316,1.9210526315789473
3.473684210526316,2.0
3.6052631578947367,0.5
3.6052631578947367,0.5789473684210527
3.6052631578947367,0.6578947368421053
3.6052631578947367,0.7368421052631579
3.6052631578947367,0.8157894736842105
3.6052631578947367,0.8947368421052632
3.6052631578947367,0.9736842105263157
3.6052631578947367,1.0526315789473684
3.6052631578947367,1.131578947368421
3.6052631578947367,1.2105263157894737
3.6052631578947367,1.2894736842105263
3.6052631578947367,1.3684210526315788
3.6052631578947367,1.4473684210526314
3.6052631578947367,1.526315789473684
3.6052631578947367,1.6052631578947367
3.6052631578947367,1.6842105263157894
3.6052631578947367,1.763157894736842
3.6052631578947367,1.8421052631578947
3.6052631578947367,1.9210526315789473
3.6052631578947367,2.0
3.736842105263158,0.5
3.736842105263158,0.5789473684210527
3.736842105263158,0.6578947368421053
3.736842105263158,0.7368421052631579
3.736842105263158,0.8157894736842105
3.736842105263158,0.8947368421052632
3.736842105263158,0.9736842105263157
3.736842105263158,1.0526315789473684
3.736842105263158,1.131578947368421
3.736842105263158,1.2105263157894737
3.736842105263158,1.2894736842105263
3.736842105263158,1.3684210526315788
3.736842105263158,1.4473684210526314
3.736842105263158,1.526315789473684
3.736842105263158,1.6052631578947367
3.736842105263158,1.6842105263157894
3.736842105263158,1.763157894736842
3.736842105263158,1.8421052631578947
3.736842105263158,1.9210526315789473
3.736842105263158,2.0
3.8684210526315788,0.5
3.8684210526315788,0.5789473684210527
3.8684210526315788,0.6578947368421053
3.8684210526315788,0.7368421052631579
3.8684210526315788,0.8157894736842105
3.8684210526315788,0.8947368421052632
3.8684210526315788,0.9736842105263157
3.8684210526315788,1.0526315789473684
3.8684210526315788,1.131578947368421
3.8684210526315788,1.2105263157894737
3.8684210526315788,1.2894736842105263
3.8684210526315788,1.3684210526315788
3.8684210526315788,1.4473684210526314
3.8684210526315788,1.526315789473684
3.8684210526315788,1.6052631578947367
3.8684210526315788,1.6842105263157894
3.8684210526315788,1.763157894736842
3.8684210526315788,1.8421052631578947
3.8684210526315788,1.9210526315789473
3.8684210526315788,2.0
4.0,0.5
4.0,0.5789473684210527
4.0,0.6578947368421053
4.0,0.7368421052631579
4.0,0.8157894736842105
4.0,0.8947368421052632
4.0,0.9736842105263157
4.0,1.0526315789473684
4.0,1.131578947368421
4.0,1.2105263157894737
4.0,1.2894736842105263
4.0,1.3684210526315788
4.0,1.4473684210526314
4.0,1.526315789473684
4.0,1.6052631578947367
4.0,1.6842105263157894
4.0,1.763157894736842
4.0,1.8421052631578947
4.0,1.9210526315789473
4.0,2.0
